time_utc,backbone_probability,saocp_threshold,static_threshold,catalog_active,static_point_label,saocp_point_label
2014-06-29 08:47:11.609,0.3827134371,0.5233073235,0.9,0,0,0
2014-06-29 08:48:51.861,0.3573679924,0.5233073235,0.9,0,0,0
2014-06-29 08:50:33.369,0.3799907267,0.5233073235,0.9,0,0,0
2014-06-29 08:52:11.937,0.3896646202,0.5233073235,0.9,0,0,0
2014-06-29 08:53:52.048,0.3875102103,0.5233073235,0.9,0,0,0
2014-06-29 08:55:29.076,0.401992321,0.5233073235,0.9,0,0,0
2014-06-29 08:57:07.611,0.4145182371,0.5233073235,0.9,0,0,0
2014-06-29 08:58:46.214,0.4344543517,0.5233073235,0.9,0,0,0
2014-06-29 09:00:26.324,0.4500607252,0.5233073235,0.9,0,0,0
2014-06-29 09:02:04.894,0.4679091573,0.5233073235,0.9,0,0,0
2014-06-29 09:03:37.302,0.4623698592,0.5233073235,0.9,0,0,0
2014-06-29 09:05:25.113,0.4540935159,0.5233073235,0.9,0,0,0
2014-06-29 09:07:00.601,0.4381070733,0.5233073235,0.9,0,0,0
2014-06-29 09:08:37.632,0.4073536992,0.5233073235,0.9,0,0,0
2014-06-29 09:10:17.738,0.4027171135,0.5233073235,0.9,0,0,0
2014-06-29 09:11:56.308,0.4078248143,0.5233073235,0.9,0,0,0
2014-06-29 09:13:33.480,0.3973436356,0.5233073235,0.9,0,0,0
2014-06-29 09:15:12.046,0.3804867864,0.5233073235,0.9,0,0,0
2014-06-29 09:16:50.617,0.3961241245,0.5233073235,0.9,0,0,0
2014-06-29 09:18:29.046,0.3494997323,0.5233073235,0.9,0,0,0
2014-06-29 09:19:59.914,0.3139030039,0.5233073235,0.9,0,0,0
2014-06-29 09:21:40.164,0.2922947109,0.5233073235,0.9,0,0,0
2014-06-29 09:23:21.812,0.2735806704,0.5233073235,0.9,0,0,0
2014-06-29 09:25:00.382,0.2539476752,0.5233073235,0.9,0,0,0
2014-06-29 09:26:38.953,0.2370162606,0.5233073235,0.9,0,0,0
2014-06-29 09:28:17.519,0.2208546102,0.5233073235,0.9,0,0,0
2014-06-29 09:29:56.093,0.2305672914,0.5233073235,0.9,0,0,0
2014-06-29 09:31:34.660,0.2229640782,0.5233073235,0.9,0,0,0
2014-06-29 09:33:13.226,0.2173682153,0.5233073235,0.9,0,0,0
2014-06-29 09:34:51.800,0.1964110285,0.5233073235,0.9,0,0,0
2014-06-29 09:36:24.207,0.1882450283,0.5233073235,0.9,0,0,0
2014-06-29 09:38:12.015,0.1807307005,0.5233073235,0.9,0,0,0
2014-06-29 09:39:47.507,0.1812856197,0.5233073235,0.9,0,0,0
2014-06-29 09:41:26.074,0.184669435,0.5233073235,0.9,0,0,0
2014-06-29 09:43:04.644,0.1651745439,0.5233073235,0.9,0,0,0
2014-06-29 09:44:43.214,0.1618634462,0.5233073235,0.9,0,0,0
2014-06-29 09:46:21.781,0.1435093582,0.5233073235,0.9,0,0,0
2014-06-29 09:48:00.351,0.1307542771,0.5233073235,0.9,0,0,0
2014-06-29 09:49:41.859,0.1508447677,0.5233073235,0.9,0,0,0
2014-06-29 09:51:17.488,0.1519409865,0.5233073235,0.9,0,0,0
2014-06-29 09:52:52.156,0.147355333,0.5233073235,0.9,0,0,0
2014-06-29 09:54:37.742,0.1395221353,0.5233073235,0.9,0,0,0
2014-06-29 09:56:13.199,0.1284388304,0.5233073235,0.9,0,0,0
2014-06-29 09:57:51.765,0.143358171,0.5233073235,0.9,0,0,0
2014-06-29 09:59:30.339,0.1319761127,0.5233073235,0.9,0,0,0
2014-06-29 10:01:08.906,0.1372906715,0.5233073235,0.9,0,0,0
2014-06-29 10:02:47.476,0.1376643628,0.5233073235,0.9,0,0,0
2014-06-29 10:04:26.046,0.1488139182,0.5233073235,0.9,0,0,0
2014-06-29 10:06:04.613,0.1572687775,0.5233073235,0.9,0,0,0
2014-06-29 10:07:43.183,0.1773636043,0.5233073235,0.9,0,0,0
2014-06-29 10:09:15.589,0.2196502686,0.5233073235,0.9,0,0,0
2014-06-29 10:11:03.402,0.1880821884,0.5754665732,0.9,0,0,0
2014-06-29 10:12:38.890,0.122537367,0.5754665732,0.9,0,0,0
2014-06-29 10:14:14.238,0.1124864519,0.5754665732,0.9,0,0,0
2014-06-29 10:15:52.808,0.1202849597,0.5754665732,0.9,0,0,0
2014-06-29 10:17:31.343,0.0919354409,0.5754665732,0.9,0,0,0
2014-06-29 10:19:09.910,0.08552280068,0.5754665732,0.9,0,0,0
2014-06-29 10:20:48.480,0.08476763219,0.5754665732,0.9,0,0,0
2014-06-29 10:22:27.050,0.08169635385,0.5754665732,0.9,0,0,0
2014-06-29 10:24:05.621,0.07785075903,0.5754665732,0.9,0,0,0
2014-06-29 10:25:40.390,0.07923988998,0.5754665732,0.9,0,0,0
2014-06-29 10:27:26.660,0.07921601832,0.5754665732,0.9,0,0,0
2014-06-29 10:29:02.152,0.07588454336,0.5754665732,0.9,0,0,0
2014-06-29 10:45:30.277,0.07590971142,0.5754665732,0.9,0,0,0
2014-06-29 10:47:08.843,0.07753156126,0.5754665732,0.9,0,0,0
2014-06-29 10:48:50.351,0.07238602638,0.5754665732,0.9,0,0,0
2014-06-29 10:50:25.949,0.07187002897,0.5754665732,0.9,0,0,0
2014-06-29 10:52:04.519,0.07535129786,0.5754665732,0.9,0,0,0
2014-06-29 10:57:00.261,0.07776334882,0.5754665732,0.9,0,0,0
2014-06-29 11:01:53.535,0.0723387152,0.5754665732,0.9,0,0,0
2014-06-29 11:03:32.105,0.07446348667,0.5754665732,0.9,0,0,0
2014-06-29 11:05:10.675,0.07740010321,0.5754665732,0.9,0,0,0
2014-06-29 11:06:49.242,0.08189319074,0.5754665732,0.9,0,0,0
2014-06-29 11:08:27.812,0.08465257287,0.5754665732,0.9,0,0,0
2014-06-29 11:10:06.382,0.08734561503,0.5754665732,0.9,0,0,0
2014-06-29 11:11:47.351,0.09933908284,0.5754665732,0.9,0,0,0
2014-06-29 11:13:25.953,0.1026888117,0.5754665732,0.9,0,0,0
2014-06-29 11:14:58.324,0.1217322648,0.5754665732,0.9,0,0,0
2014-06-29 11:16:43.738,0.1298318505,0.5754665732,0.9,0,0,0
2014-06-29 11:18:19.230,0.1315855682,0.5754665732,0.9,0,0,0
2014-06-29 11:19:57.796,0.1441629827,0.5754665732,0.9,0,0,0
2014-06-29 11:24:54.773,0.1499515474,0.5754665732,0.9,0,0,0
2014-06-29 11:26:34.472,0.1998390853,0.5754665732,0.9,0,0,0
2014-06-29 11:28:12.902,0.1462414265,0.5754665732,0.9,0,0,0
2014-06-29 11:29:49.214,0.09266519547,0.5754665732,0.9,0,0,0
2014-06-29 11:31:24.015,0.06600834429,0.5754665732,0.9,0,0,0
2014-06-29 11:33:09.500,0.05962301791,0.5754665732,0.9,0,0,0
2014-06-29 11:34:44.921,0.04990161955,0.5754665732,0.9,0,0,0
2014-06-29 11:36:23.492,0.04227326065,0.5754665732,0.9,0,0,0
2014-06-29 11:38:04.351,0.04053924233,0.5754665732,0.9,0,0,0
2014-06-29 11:39:40.699,0.03925757855,0.5754665732,0.9,0,0,0
2014-06-29 11:41:21.597,0.03696658462,0.5754665732,0.9,0,0,0
2014-06-29 11:46:17.304,0.04091212526,0.5754665732,0.9,0,0,0
2014-06-29 11:47:49.710,0.03576569259,0.5754665732,0.9,0,0,0
2014-06-29 11:49:35.121,0.03673427925,0.5754665732,0.9,0,0,0
2014-06-29 11:51:10.613,0.03173403069,0.5754665732,0.9,0,0,0
2014-06-29 11:52:49.183,0.02908195183,0.5754665732,0.9,0,0,0
2014-06-29 11:54:30.148,0.02747181058,0.5754665732,0.9,0,0,0
2014-06-29 11:56:11.656,0.02888452448,0.5754665732,0.9,0,0,0
2014-06-29 11:57:44.207,0.03247307241,0.5754665732,0.9,0,0,0
2014-06-29 11:59:22.636,0.03065106645,0.5754665732,0.9,0,0,0
2014-06-29 12:01:04.425,0.03913133219,0.5754665732,0.9,0,0,0
2014-06-29 12:02:40.597,0.04236251488,0.5754665732,0.9,0,0,0
2014-06-29 12:04:15.402,0.04740799218,0.5754665732,0.9,0,0,0
2014-06-29 12:06:00.816,0.04997047782,0.5754665732,0.9,0,0,0
2014-06-29 12:07:36.304,0.06722054631,0.5754665732,0.9,0,0,0
2014-06-29 12:09:14.875,0.0906875208,0.5754665732,0.9,0,0,0
2014-06-29 12:10:52.761,0.1348000765,0.5754665732,0.9,0,0,0
2014-06-29 12:12:34.273,0.1546583921,0.5754665732,0.9,0,0,0
2014-06-29 12:12:34.273,0.1450932771,0.5754665732,0.9,0,0,0
2014-06-29 12:17:27.039,0.08957853168,0.5754665732,0.9,0,0,0
2014-06-29 12:19:50.707,0.306127429,0.5754665732,0.9,0,0,0
2014-06-29 12:20:40.988,0.2164705247,0.5754665732,0.9,0,0,0
2014-06-29 12:22:59.027,0.181582123,0.5754665732,0.9,0,0,0
2014-06-29 12:24:01.316,0.2430761456,0.5754665732,0.9,0,0,0
2014-06-29 12:25:42.824,0.09817828983,0.5245805383,0.9,0,0,0
2014-06-29 12:27:21.429,0.04992764443,0.5245805383,0.9,0,0,0
2014-06-29 12:28:57.023,0.03497388959,0.5245805383,0.9,0,0,0
2014-06-29 12:30:38.535,0.03131920472,0.5245805383,0.9,0,0,0
2014-06-29 12:32:17.277,0.02854278684,0.5245805383,0.9,0,0,0
2014-06-29 12:33:55.812,0.02500241064,0.5245805383,0.9,0,0,0
2014-06-29 12:38:52.199,0.01972260699,0.5245805383,0.9,0,0,0
2014-06-29 12:40:27.691,0.01730385423,0.5245805383,0.9,0,0,0
2014-06-29 12:45:25.656,0.01655927673,0.5245805383,0.9,0,0,0
2014-06-29 12:47:04.226,0.01549020689,0.5245805383,0.9,0,0,0
2014-06-29 12:48:42.832,0.01347026043,0.5245805383,0.9,0,0,0
2014-06-29 12:50:21.398,0.01388649642,0.5245805383,0.9,0,0,0
2014-06-29 12:51:59.933,0.01218091324,0.5245805383,0.9,0,0,0
2014-06-29 12:53:33.917,0.01286193728,0.5245805383,0.9,0,0,0
2014-06-29 12:55:20.187,0.01234778855,0.5245805383,0.9,0,0,0
2014-06-29 12:56:55.640,0.0141441226,0.5245805383,0.9,0,0,0
2014-06-29 12:58:34.246,0.01424279809,0.5245805383,0.9,0,0,0
2014-06-29 12:58:34.351,0.01358301938,0.5245805383,0.9,0,0,0
2014-06-29 13:05:08.628,0.01560816914,0.5245805383,0.9,0,0,0
2014-06-29 13:06:47.199,0.01591680199,0.5245805383,0.9,0,0,0
2014-06-29 13:08:25.765,0.01814378425,0.5245805383,0.9,0,0,0
2014-06-29 13:09:58.171,0.01814543642,0.5245805383,0.9,0,0,0
2014-06-29 13:11:45.984,0.02275495417,0.5245805383,0.9,0,0,0
2014-06-29 13:13:21.476,0.02559833415,0.5245805383,0.9,0,0,0
2014-06-29 13:14:57.714,0.03054990992,0.5245805383,0.9,0,0,0
2014-06-29 13:16:38.648,0.02730701678,0.5245805383,0.9,0,0,0
2014-06-29 13:21:28.843,0.03818424419,0.5245805383,0.9,0,0,0
2014-06-29 13:23:07.410,0.04854868725,0.5245805383,0.9,0,0,0
2014-06-29 13:24:45.980,0.04699153081,0.5245805383,0.9,0,0,0
2014-06-29 13:26:20.000,0.05208902806,0.5245805383,0.9,0,0,0
2014-06-29 13:28:06.269,0.06906758994,0.5245805383,0.9,0,0,0
2014-06-29 13:29:41.757,0.1153484657,0.5245805383,0.9,0,0,0
2014-06-29 13:31:19.468,0.03694782034,0.5245805383,0.9,0,0,0
2014-06-29 13:32:58.039,0.03856339678,0.5245805383,0.9,0,0,0
2014-06-29 13:34:37.468,0.02739120647,0.5245805383,0.9,0,0,0
2014-06-29 13:36:18.363,0.02638786286,0.5245805383,0.9,0,0,0
2014-06-29 13:42:46.511,0.02265708894,0.5245805383,0.9,0,0,0
2014-06-29 13:44:34.183,0.02013887279,0.5245805383,0.9,0,0,0
2014-06-29 13:46:09.675,0.0185735058,0.5245805383,0.9,0,0,0
2014-06-29 13:47:48.382,0.01946753822,0.5245805383,0.9,0,0,0
2014-06-29 13:56:01.226,0.02311956696,0.5245805383,0.9,0,0,0
2014-06-29 13:57:39.800,0.02547879517,0.5245805383,0.9,0,0,0
2014-06-29 13:59:13.609,0.02566653863,0.5245805383,0.9,0,0,0
2014-06-29 14:01:00.015,0.02738056891,0.5245805383,0.9,0,0,0
2014-06-29 14:02:35.507,0.02706080675,0.5245805383,0.9,0,0,0
2014-06-29 14:04:14.078,0.02726226673,0.5245805383,0.9,0,0,0
2014-06-29 14:07:28.132,0.0273973085,0.5245805383,0.9,0,0,0
2014-06-29 14:09:09.785,0.02723249421,0.5245805383,0.9,0,0,0
2014-06-29 14:10:48.355,0.0315756239,0.5245805383,0.9,0,0,0
2014-06-29 14:12:26.921,0.03349874541,0.5245805383,0.9,0,0,0
2014-06-29 14:14:05.488,0.03668134287,0.5245805383,0.9,0,0,0
2014-06-29 14:15:37.726,0.04047524557,0.5245805383,0.9,0,0,0
2014-06-29 14:17:25.710,0.04644074664,0.5245805383,0.9,0,0,0
2014-06-29 14:18:59.515,0.04625605047,0.5245805383,0.9,0,0,0
2014-06-29 14:20:36.691,0.04870286584,0.5245805383,0.9,0,0,0
2014-06-29 14:22:15.117,0.06767806411,0.5245805383,0.9,0,0,0
2014-06-29 14:23:53.828,0.06371511519,0.5245805383,0.9,0,0,0
2014-06-29 14:25:32.398,0.07248723507,0.5245805383,0.9,0,0,0
2014-06-29 14:27:10.964,0.08322632313,0.5245805383,0.9,0,0,0
2014-06-29 14:28:49.394,0.09416805208,0.5245805383,0.9,0,0,0
2014-06-29 14:30:24.882,0.09687973559,0.5245805383,0.9,0,0,0
2014-06-29 14:30:24.882,0.1153907403,0.5245805383,0.9,0,0,0
2014-06-29 14:30:24.882,0.140955478,0.5245805383,0.9,0,0,0
2014-06-29 14:30:27.964,0.1956626773,0.5245805383,0.9,0,0,0
2014-06-29 14:37:02.382,0.2623992264,0.5329395533,0.9,0,0,0
2014-06-29 14:41:58.089,0.2228290141,0.5329395533,0.9,0,0,0
2014-06-29 14:43:36.660,0.2212668359,0.5329395533,0.9,0,0,0
2014-06-29 14:45:15.222,0.2114767134,0.5329395533,0.9,0,0,0
2014-06-29 14:46:53.796,0.1968692243,0.5329395533,0.9,0,0,0
2014-06-29 14:48:26.203,0.1972765923,0.5329395533,0.9,0,0,0
2014-06-29 14:50:14.015,0.1905673742,0.5329395533,0.9,0,0,0
2014-06-29 14:51:49.503,0.1804317236,0.5329395533,0.9,0,0,0
2014-06-29 14:53:28.074,0.1734817028,0.5329395533,0.9,0,0,0
2014-06-29 14:55:06.644,0.1609973013,0.5329395533,0.9,0,0,0
2014-06-29 14:56:45.214,0.1482946873,0.5329395533,0.9,0,0,0
2014-06-29 14:58:23.781,0.1412433386,0.5329395533,0.9,0,0,0
2014-06-29 15:00:02.351,0.1311015934,0.5329395533,0.9,0,0,0
2014-06-29 15:01:40.921,0.1208440959,0.5329395533,0.9,0,0,0
2014-06-29 15:03:19.492,0.1140195876,0.5329395533,0.9,0,0,0
2014-06-29 15:04:51.894,0.1042628288,0.5329395533,0.9,0,0,0
2014-06-29 15:06:39.707,0.1038326174,0.5329395533,0.9,0,0,0
2014-06-29 15:08:15.199,0.09880574793,0.5329395533,0.9,0,0,0
2014-06-29 15:09:53.769,0.09110821784,0.5329395533,0.9,0,0,0
2014-06-29 15:11:32.332,0.08639893681,0.5329395533,0.9,0,0,0
2014-06-29 15:13:10.906,0.1036061347,0.5329395533,0.9,0,0,0
2014-06-29 15:14:49.441,0.09825250506,0.5329395533,0.9,0,0,0
2014-06-29 15:16:28.046,0.1113068089,0.5329395533,0.9,0,0,0
2014-06-29 15:18:06.613,0.1054302678,0.5329395533,0.9,0,0,0
2014-06-29 15:19:45.179,0.1020592451,0.5329395533,0.9,0,0,0
2014-06-29 15:21:17.453,0.1134594902,0.5329395533,0.9,0,0,0
2014-06-29 15:23:05.402,0.1303922832,0.5329395533,0.9,0,0,0
2014-06-29 15:24:40.886,0.1444669813,0.5329395533,0.9,0,0,0
2014-06-29 15:26:19.460,0.1460070312,0.5329395533,0.9,0,0,0
2014-06-29 15:27:58.031,0.1485522687,0.5329395533,0.9,0,0,0
2014-06-29 15:29:33.374,0.1535288543,0.5329395533,0.9,0,0,0
2014-06-29 15:31:12.804,0.186498642,0.5329395533,0.9,0,0,0
2014-06-29 15:32:51.375,0.1230822578,0.5329395533,0.9,0,0,0
2014-06-29 15:34:32.304,0.07428662479,0.5329395533,0.9,0,0,0
2014-06-29 15:36:08.511,0.06162538379,0.5329395533,0.9,0,0,0
2014-06-29 15:37:42.460,0.05221513286,0.5329395533,0.9,0,0,0
2014-06-29 15:39:28.730,0.04992281646,0.5329395533,0.9,0,0,0
2014-06-29 15:41:04.222,0.04339790717,0.5329395533,0.9,0,0,0
2014-06-29 15:42:42.789,0.03703281656,0.5329395533,0.9,0,0,0
2014-06-29 15:44:21.359,0.0330917649,0.5329395533,0.9,0,0,0
2014-06-29 15:46:02.292,0.03007865697,0.5329395533,0.9,0,0,0
2014-06-29 15:47:40.859,0.02825318277,0.5329395533,0.9,0,0,0
2014-06-29 15:49:19.429,0.02270073071,0.5329395533,0.9,0,0,0
2014-06-29 15:50:58.000,0.02268881723,0.5329395533,0.9,0,0,0
2014-06-29 15:52:35.746,0.019951161,0.5329395533,0.9,0,0,0
2014-06-29 15:54:08.972,0.01933956891,0.5329395533,0.9,0,0,0
2014-06-29 15:55:54.421,0.01757447049,0.5329395533,0.9,0,0,0
2014-06-29 15:57:29.054,0.01903500967,0.5329395533,0.9,0,0,0
2014-06-29 15:59:07.624,0.01538439654,0.5329395533,0.9,0,0,0
2014-06-29 16:00:46.191,0.01399344299,0.5329395533,0.9,0,0,0
2014-06-29 16:02:27.843,0.01380512863,0.5329395533,0.9,0,0,0
2014-06-29 16:04:06.554,0.007496215403,0.5329395533,0.9,0,0,0
2014-06-29 16:05:45.121,0.009933947586,0.5329395533,0.9,0,0,0
2014-06-29 16:07:23.691,0.0114949327,0.5329395533,0.9,0,0,0
2014-06-29 16:08:59.828,0.01364793628,0.5329395533,0.9,0,0,0
2014-06-29 16:10:36.070,0.01437608339,0.5329395533,0.9,0,0,0
2014-06-29 16:12:20.046,0.01477437466,0.5329395533,0.9,0,0,0
2014-06-29 16:13:57.828,0.01114404295,0.5329395533,0.9,0,0,0
2014-06-29 16:15:30.238,0.01917370781,0.5329395533,0.9,0,0,0
2014-06-29 16:17:18.046,0.02579740249,0.5329395533,0.9,0,0,0
2014-06-29 16:18:50.453,0.03231818974,0.5329395533,0.9,0,0,0
2014-06-29 16:20:29.023,0.04158776626,0.5329395533,0.9,0,0,0
2014-06-29 16:22:07.593,0.06114025787,0.5329395533,0.9,0,0,0
2014-06-29 16:23:46.164,0.1172038242,0.5329395533,0.9,0,0,0
2014-06-29 16:25:24.734,0.1019356027,0.5917207003,0.9,0,0,0
2014-06-29 16:26:58.679,0.0558346808,0.5917207003,0.9,0,0,0
2014-06-29 16:28:44.953,0.03643680736,0.5917207003,0.9,0,0,0
2014-06-29 16:30:20.441,0.02998176776,0.5917207003,0.9,0,0,0
2014-06-29 16:31:58.976,0.02688952163,0.5917207003,0.9,0,0,0
2014-06-29 16:33:37.542,0.02483810112,0.5917207003,0.9,0,0,0
2014-06-29 16:35:16.113,0.02040668949,0.5917207003,0.9,0,0,0
2014-06-29 16:36:54.683,0.01953907683,0.5917207003,0.9,0,0,0
2014-06-29 16:38:32.292,0.01333435345,0.5917207003,0.9,0,0,0
2014-06-29 16:40:12.644,0.01311510056,0.5917207003,0.9,0,0,0
2014-06-29 16:41:53.507,0.01544881798,0.5917207003,0.9,0,0,0
2014-06-29 16:43:24.374,0.01419146825,0.5917207003,0.9,0,0,0
2014-06-29 16:45:13.722,0.01353729889,0.5917207003,0.9,0,0,0
2014-06-29 16:46:49.355,0.01530963182,0.5917207003,0.9,0,0,0
2014-06-29 16:48:29.324,0.01266765594,0.5917207003,0.9,0,0,0
2014-06-29 16:50:06.496,0.01950893551,0.5917207003,0.9,0,0,0
2014-06-29 16:51:48.859,0.01932974346,0.5917207003,0.9,0,0,0
2014-06-29 16:53:23.492,0.02376016602,0.5917207003,0.9,0,0,0
2014-06-29 16:55:02.062,0.01967616193,0.5917207003,0.9,0,0,0
2014-06-29 16:56:40.734,0.02047179453,0.5917207003,0.9,0,0,0
2014-06-29 16:58:22.242,0.02140954509,0.5917207003,0.9,0,0,0
2014-06-29 16:59:53.933,0.02438422292,0.5917207003,0.9,0,0,0
2014-06-29 17:01:33.363,0.02247684821,0.5917207003,0.9,0,0,0
2014-06-29 17:03:15.011,0.01973110624,0.5917207003,0.9,0,0,0
2014-06-29 17:04:56.554,0.02205794863,0.5917207003,0.9,0,0,0
2014-06-29 17:06:27.390,0.02417437173,0.5917207003,0.9,0,0,0
2014-06-29 17:08:10.617,0.04005618393,0.5917207003,0.9,0,0,0
2014-06-29 17:09:49.148,0.04407741502,0.5917207003,0.9,0,0,0
2014-06-29 17:11:27.753,0.05679938197,0.5917207003,0.9,0,0,0
2014-06-29 17:13:09.367,0.07987189293,0.5917207003,0.9,0,0,0
2014-06-29 17:14:40.238,0.09635533392,0.5917207003,0.9,0,0,0
2014-06-29 17:16:18.804,0.1482614577,0.5917207003,0.9,0,0,0
2014-06-29 17:18:01.996,0.1649142057,0.5917207003,0.9,0,0,0
2014-06-29 17:19:40.707,0.08049903065,0.5917207003,0.9,0,0,0
2014-06-29 17:21:19.273,0.07777626812,0.5917207003,0.9,0,0,0
2014-06-29 17:22:57.843,0.08319471776,0.5917207003,0.9,0,0,0
2014-06-29 17:24:36.308,0.06757064164,0.5917207003,0.9,0,0,0
2014-06-29 17:26:16.417,0.05399489775,0.5917207003,0.9,0,0,0
2014-06-29 17:27:53.550,0.04187202454,0.5917207003,0.9,0,0,0
2014-06-29 17:29:31.980,0.0547683835,0.5917207003,0.9,0,0,0
2014-06-29 17:31:10.550,0.04316887259,0.5917207003,0.9,0,0,0
2014-06-29 17:32:41.453,0.0290261507,0.5917207003,0.9,0,0,0
2014-06-29 17:34:24.644,0.02992110699,0.5917207003,0.9,0,0,0
2014-06-29 17:36:06.292,0.02831905708,0.5917207003,0.9,0,0,0
2014-06-29 17:37:37.300,0.0290710181,0.5917207003,0.9,0,0,0
2014-06-29 17:39:21.855,0.02890529111,0.5917207003,0.9,0,0,0
2014-06-29 17:41:01.999,0.03051101044,0.5917207003,0.9,0,0,0
2014-06-29 17:42:40.535,0.0346942544,0.5917207003,0.9,0,0,0
2014-06-29 17:44:17.597,0.03612788767,0.5917207003,0.9,0,0,0
2014-06-29 17:45:56.273,0.03929282352,0.5917207003,0.9,0,0,0
2014-06-29 17:47:36.242,0.03848609701,0.5917207003,0.9,0,0,0
2014-06-29 17:49:07.109,0.0339737311,0.5917207003,0.9,0,0,0
2014-06-29 17:50:59.507,0.03511853144,0.5917207003,0.9,0,0,0
2014-06-29 17:52:29.695,0.04726317525,0.5917207003,0.9,0,0,0
2014-06-29 17:54:04.359,0.04777168483,0.5917207003,0.9,0,0,0
2014-06-29 17:55:52.167,0.05291464925,0.5917207003,0.9,0,0,0
2014-06-29 17:57:24.578,0.06350432336,0.5917207003,0.9,0,0,0
2014-06-29 17:59:03.183,0.07179908454,0.5917207003,0.9,0,0,0
2014-06-29 18:00:41.855,0.1027032435,0.5917207003,0.9,0,0,0
2014-06-29 18:02:20.425,0.1251550168,0.5917207003,0.9,0,0,0
2014-06-29 18:03:58.996,0.1225627512,0.5917207003,0.9,0,0,0
2014-06-29 18:05:34.339,0.1548609585,0.5917207003,0.9,0,0,0
2014-06-29 18:07:22.292,0.1127184257,0.5917207003,0.9,0,0,0
2014-06-29 18:08:57.785,0.2183323503,0.5917207003,0.9,0,0,0
2014-06-29 18:10:36.355,0.3047066927,0.6552501321,0.9,0,0,0
2014-06-29 18:12:17.859,0.2923448384,0.6552501321,0.9,0,0,0
2014-06-29 18:13:58.109,0.2483383417,0.6552501321,0.9,0,0,0
2014-06-29 18:15:30.523,0.2583262622,0.6552501321,0.9,0,0,0
2014-06-29 18:17:07.554,0.2041096389,0.6552501321,0.9,0,0,0
2014-06-29 18:18:58.304,0.2189531624,0.6552501321,0.9,0,0,0
2014-06-29 18:20:24.554,0.2020255029,0.6552501321,0.9,0,0,0
2014-06-29 18:22:03.289,0.1680857837,0.6552501321,0.9,0,0,0
2014-06-29 18:23:38.742,0.1403957307,0.6552501321,0.9,0,0,0
2014-06-29 18:25:26.414,0.1180394366,0.6552501321,0.9,0,0,0
2014-06-29 18:26:55.882,0.1281107366,0.6552501321,0.9,0,0,0
2014-06-29 18:28:38.218,0.1640887409,0.6552501321,0.9,0,0,0
2014-06-29 18:30:15.968,0.1873220354,0.6552501321,0.9,0,0,0
2014-06-29 18:31:54.539,0.1794708073,0.6552501321,0.9,0,0,0
2014-06-29 18:33:33.101,0.2046166956,0.6552501321,0.9,0,0,0
2014-06-29 18:35:11.671,0.2053135335,0.6552501321,0.9,0,0,0
2014-06-29 18:36:50.242,0.196805805,0.6552501321,0.9,0,0,0
2014-06-29 18:38:30.492,0.1504528821,0.6552501321,0.9,0,0,0
2014-06-29 18:40:10.601,0.1731888652,0.6552501321,0.9,0,0,0
2014-06-29 18:41:43.015,0.1681365073,0.6552501321,0.9,0,0,0
2014-06-29 18:43:21.578,0.1564256251,0.6552501321,0.9,0,0,0
2014-06-29 18:45:00.007,0.14573057,0.6552501321,0.9,0,0,0
2014-06-29 18:49:55.718,0.1244499385,0.6552501321,0.9,0,0,0
2014-06-29 18:51:32.742,0.1351495981,0.6552501321,0.9,0,0,0
2014-06-29 18:53:12.851,0.1205284595,0.6552501321,0.9,0,0,0
2014-06-29 18:54:52.960,0.1062299162,0.6552501321,0.9,0,0,0
2014-06-29 18:56:28.624,0.1120833531,0.6552501321,0.9,0,0,0
2014-06-29 18:58:08.562,0.1111225188,0.6552501321,0.9,0,0,0
2014-06-29 18:59:51.750,0.1506109238,0.6552501321,0.9,0,0,0
2014-06-29 19:01:19.539,0.1540316939,0.6552501321,0.9,0,0,0
2014-06-29 19:03:04.406,0.1542158127,0.6552501321,0.9,0,0,0
2014-06-29 19:04:42.984,0.2012394667,0.6552501321,0.9,0,0,0
2014-06-29 19:06:21.554,0.1403204203,0.6552501321,0.9,0,0,0
2014-06-29 19:07:58.437,0.09645169228,0.6552501321,0.9,0,0,0
2014-06-29 19:09:32.554,0.07104605436,0.6552501321,0.9,0,0,0
2014-06-29 19:11:18.656,0.08100797236,0.6552501321,0.9,0,0,0
2014-06-29 19:12:54.281,0.06266126782,0.6552501321,0.9,0,0,0
2014-06-29 19:14:32.710,0.03709040582,0.6552501321,0.9,0,0,0
2014-06-29 19:16:12.820,0.04335942864,0.6552501321,0.9,0,0,0
2014-06-29 19:17:51.398,0.03952450678,0.6552501321,0.9,0,0,0
