catalog_event_id,begin,end,origin,duration_hours,nearest_other_catalog_gap_hours,isolated_at_48_hours,lstm_static_catalog_coverage,lstm_saocp_catalog_coverage,lstm_coverage_gain,lstm_unrelated_events_in_display,cnn_lstm_static_catalog_coverage,cnn_lstm_saocp_catalog_coverage,cnn_lstm_coverage_gain,cnn_lstm_unrelated_events_in_display,unet_static_catalog_coverage,unet_saocp_catalog_coverage,unet_coverage_gain,unet_unrelated_events_in_display,runet_static_catalog_coverage,runet_saocp_catalog_coverage,runet_coverage_gain,runet_unrelated_events_in_display,minimum_saocp_catalog_coverage,minimum_coverage_gain,mean_coverage_gain,all_saocp_coverages_at_least_0_5,all_saocp_coverages_improve,unrelated_display_events_total,clean_fixed_12h_display,eligible_before_display_filter,eligible,selection_rank,selected,case_tag,display_begin_utc,display_end_utc,selection_rule
180,2014-06-29 20:46:00,2014-06-30 11:16:00,Chinchilla,14.5,63.85,True,0.420895,0.7605993295,0.3397043295,0,0.5397109579,0.7340451341,0.1943341762,0,0.1093138889,0.6586311877,0.5493172989,0,0,0.6078555172,0.6078555172,0,0.6078555172,0.1943341762,0.4228028305,True,True,0,True,True,True,1,True,event180,2014-06-29 08:46:00,2014-06-30 23:16:00,"nearest catalog gap >=48 h; all four SAOCP catalog coverages >=0.5; all four gains >0; no unrelated constructed event in the fixed +/-12 h display; rank by minimum gain, minimum SAOCP coverage, mean gain, then earliest UTC"
