family,run,static_threshold_validation_locked,truth_events,static_tp,static_fp,static_fn,static_precision,static_recall,static_f1,saocp_tp,saocp_fp,saocp_fn,saocp_precision,saocp_recall,saocp_f1,delta_f1_saocp_minus_static
bce_ablation,cnn_lstm_f33_w64,0.9,230,154,73,76,0.678414096916,0.669565217391,0.673960612691,175,71,55,0.711382113821,0.760869565217,0.735294117647,0.0613335049556
bce_ablation,cnn_lstm_f34_w32,0.74,230,188,310,42,0.377510040161,0.817391304348,0.516483516484,168,44,62,0.792452830189,0.730434782609,0.760180995475,0.243697478992
bce_ablation,cnn_lstm_f34_w64,0.82,230,182,229,48,0.442822384428,0.791304347826,0.567862714509,170,59,60,0.742358078603,0.739130434783,0.740740740741,0.172878026232
bce_ablation,cnn_lstm_f34_w128,0.86,230,181,191,49,0.486559139785,0.786956521739,0.601328903654,171,71,59,0.706611570248,0.74347826087,0.724576271186,0.123247367532
