family,run,static_threshold_validation_locked,truth_events,static_tp,static_fp,static_fn,static_precision,static_recall,static_f1,saocp_tp,saocp_fp,saocp_fn,saocp_precision,saocp_recall,saocp_f1,delta_f1_saocp_minus_static
bce_backbones,lstm,0.8,230,167,157,63,0.515432098765,0.726086956522,0.602888086643,173,71,57,0.709016393443,0.752173913043,0.729957805907,0.127069719265
bce_backbones,cnn_lstm,0.82,230,182,229,48,0.442822384428,0.791304347826,0.567862714509,170,59,60,0.742358078603,0.739130434783,0.740740740741,0.172878026232
bce_backbones,unet,0.9,230,155,67,75,0.698198198198,0.673913043478,0.685840707965,186,77,44,0.707224334601,0.808695652174,0.754563894523,0.0687231865587
bce_backbones,runet,0.9,230,140,55,90,0.717948717949,0.608695652174,0.658823529412,157,70,73,0.691629955947,0.682608695652,0.687089715536,0.0282661861243
