epoch,learning_rate,loss,precision,recall,val_loss,val_precision,val_recall
0,9.999999747378752e-05,0.5488741397857666,0.7174582481384277,0.9554985761642456,0.8756296634674072,0.2485882192850113,0.9541997909545898
1,9.999999747378752e-05,0.42074573040008545,0.8499024510383606,0.8794798851013184,0.7523075342178345,0.24053485691547394,0.9701074957847595
2,9.999999747378752e-05,0.3713397979736328,0.8541012406349182,0.9223119616508484,0.6032374501228333,0.30431050062179565,0.9292894005775452
3,9.999999747378752e-05,0.3640389144420624,0.8572851419448853,0.9183670282363892,0.42340442538261414,0.37820926308631897,0.9193252325057983
4,9.999999747378752e-05,0.36047127842903137,0.8570948243141174,0.9248302578926086,0.4525187909603119,0.36331263184547424,0.9095358848571777
5,9.999999747378752e-05,0.3474850058555603,0.8674765229225159,0.9324849247932434,0.7224411368370056,0.2397068440914154,0.9576960206031799
6,4.999999873689376e-05,0.3458445072174072,0.8626965880393982,0.9303391575813293,0.5133542418479919,0.34805503487586975,0.9243947267532349
7,4.999999873689376e-05,0.2997061610221863,0.8951784372329712,0.930500328540802,0.528968334197998,0.3367426097393036,0.9467703700065613
8,2.499999936844688e-05,0.30289700627326965,0.8853104114532471,0.9350278377532959,0.52216637134552,0.3390451967716217,0.9373306632041931
