catalog_event_id,begin,end,origin,duration_hours,nearest_other_catalog_gap_hours,isolated_at_48_hours,lstm_static_catalog_coverage,lstm_saocp_catalog_coverage,lstm_coverage_gain,lstm_unrelated_events_in_display,cnn_lstm_static_catalog_coverage,cnn_lstm_saocp_catalog_coverage,cnn_lstm_coverage_gain,cnn_lstm_unrelated_events_in_display,unet_static_catalog_coverage,unet_saocp_catalog_coverage,unet_coverage_gain,unet_unrelated_events_in_display,runet_static_catalog_coverage,runet_saocp_catalog_coverage,runet_coverage_gain,runet_unrelated_events_in_display,minimum_saocp_catalog_coverage,minimum_coverage_gain,mean_coverage_gain,all_saocp_coverages_at_least_0_5,all_saocp_coverages_improve,unrelated_display_events_total,clean_fixed_12h_display,eligible_before_display_filter,eligible,selection_rank,selected
196,2015-01-07 07:51:00,2015-01-07 20:18:00,Chinchilla,12.45,73.28333333,True,0.9981833556,0.4213993307,-0.576784025,0,0.9981833556,0.6412482374,-0.3569351183,0,0.9762405399,0.7944073182,-0.1818332218,0,0.9807302097,0.9395858768,-0.04114433289,0,0.4213993307,-0.576784025,-0.2891741745,False,False,0,True,False,False,,False
197,2015-01-11 10:54:00,2015-01-11 19:23:00,Chi,8.483333333,86.6,True,0.8696352325,0,-0.8696352325,0,0.9562787819,0,-0.9562787819,0,0,0.383467518,0.383467518,0,0,0,0,0,0,-0.9562787819,-0.3606116241,False,False,0,True,False,False,,False
198,2015-02-16 13:16:00,2015-02-17 04:14:00,FP,14.96666667,656.7666667,True,0.3677560319,0.2059543801,-0.1618016518,0,0.3584290275,0,-0.3584290275,0,0.2666110616,0,-0.2666110616,0,0,0.1110664625,0.1110664625,0,0,-0.3584290275,-0.1689438196,False,False,0,True,False,False,,False
199,2015-03-16 13:00:00,2015-03-16 22:00:00,RC,9,15.96666667,False,0.4522870679,0,-0.4522870679,0,0.3499521605,0,-0.3499521605,0,0.1887185185,0.2589743519,0.07025583333,0,0.2435954321,0,-0.2435954321,0,0,-0.4522870679,-0.2438947068,False,False,0,True,False,False,,False
200,2015-03-17 13:58:00,2015-03-18 09:48:00,FP,19.83333333,15.96666667,False,0.5426471148,0,-0.5426471148,0,0.6987520168,0.3990540336,-0.2996979832,0,0.1686789776,0,-0.1686789776,0,0.430525028,0,-0.430525028,0,0,-0.5426471148,-0.3603872759,False,False,0,True,False,False,,False
201,2015-03-21 20:18:00,2015-03-22 02:06:00,Chi,5.8,8.75,False,1,0,-1,0,0.8482994732,0,-0.8482994732,0,0.5145466954,0.3834551245,-0.1310915709,1,0.758630795,0,-0.758630795,0,0,-1,-0.6845054598,False,False,1,False,False,False,,False
202,2015-03-22 10:51:00,2015-03-22 23:56:00,FP,13.08333333,8.75,False,0.8901298726,0,-0.8901298726,1,0.7519282378,0,-0.7519282378,0,0.4522328662,0,-0.4522328662,2,0.6808182378,0,-0.6808182378,0,0,-0.8901298726,-0.6937773036,False,False,3,False,False,False,,False
203,2015-03-28 05:00:00,2015-03-29 14:10:00,Chinchilla,33.16666667,52.13333333,True,0.8515033836,0.7168704858,-0.1346328978,0,1,0.8143275042,-0.1856724958,0,0.9150146734,0.8143287018,-0.1006859715,0,0.6524680318,0.7772293802,0.1247613484,0,0.7168704858,-0.1856724958,-0.07405750419,True,False,0,True,False,False,,False
204,2015-03-31 18:18:00,2015-04-01 09:50:00,Chinchilla,15.53333333,52.13333333,True,0.9824776288,0.7600749464,-0.2224026824,0,1,0.9807126967,-0.01928730329,0,0.9647013948,0.9929289342,0.02822753934,0,0.8905634478,0.9806430436,0.09007959585,0,0.7600749464,-0.2224026824,-0.03084571263,True,False,0,True,False,False,,False
205,2015-04-10 00:39:00,2015-04-11 09:36:00,Chinchilla,32.95,206.8166667,True,0.8933061372,0.6537714719,-0.2395346653,0,0.9464684455,0.7282749958,-0.2181934497,1,0.7132862081,0.6185702411,-0.09471596695,1,0.4064908869,0.6085736554,0.2020827685,0,0.6085736554,-0.2395346653,-0.08759032836,True,False,2,False,False,False,,False
206,2015-04-30 05:33:00,2015-05-01 12:36:00,Chi,31.05,123.0833333,True,0.09092886921,0.9021208356,0.8111919664,0,0.06972450349,0.7262102076,0.6564857041,0,0,0.8664970209,0.8664970209,0,0,0.3174866881,0.3174866881,0,0.3174866881,0.3174866881,0.6629153449,False,True,0,True,False,False,,False
207,2015-05-06 15:41:00,2015-05-07 15:19:00,Chinchilla,23.63333333,6.383333333,False,0.9948493771,0.6521993183,-0.3426500588,0,1,0.8465537494,-0.1534462506,0,0.9903175247,0.9247163611,-0.06560116361,0,0.872062788,0.320109779,-0.5519530089,1,0.320109779,-0.5519530089,-0.2784126205,False,False,1,False,False,False,,False
208,2015-05-07 21:42:00,2015-05-08 03:00:00,Chi,5.3,3.816666667,False,0,0,0,3,1,0,-1,2,0,1,1,2,0,0.8210241614,0.8210241614,2,0,-1,0.2052560404,False,False,9,False,False,False,,False
209,2015-05-08 06:49:00,2015-05-09 10:56:00,Chinchilla,28.11666667,3.816666667,False,0.9737065007,0.6861262596,-0.2875802411,0,0.9649304189,0.7806822071,-0.1842482118,0,0.9571089014,1,0.0428910986,0,0.9288656096,0.9951455444,0.0662799348,0,0.6861262596,-0.2875802411,-0.09066435487,True,False,0,True,False,False,,False
210,2015-05-10 12:12:00,2015-05-11 04:09:00,Chinchilla,15.95,25.26666667,False,0.6908761059,0.6359332288,-0.05494287705,0,0.7476450366,0.4434111111,-0.3042339255,0,0.5258861546,0.8692320272,0.3433458725,0,0.4759848137,0.7527204458,0.2767356322,0,0.4434111111,-0.3042339255,0.06522617555,False,False,0,True,False,False,,False
211,2015-05-18 22:36:00,2015-05-19 01:55:00,Chi,3.316666667,39.08333333,False,0.9685747069,0,-0.9685747069,0,0.9646520938,0,-0.9646520938,0,0.8262155779,0,-0.8262155779,0,0.9417348409,0,-0.9417348409,0,0,-0.9685747069,-0.9252943049,False,False,0,True,False,False,,False
212,2015-05-20 17:00:00,2015-05-21 06:17:00,Chi,13.28333333,39.08333333,False,0,0.8020089921,0.8020089921,0,0,0.7607077792,0.7607077792,0,0,0.2680454831,0.2680454831,0,0,0,0,0,0,0,0.4576905636,False,False,0,True,False,False,,False
213,2015-06-17 05:17:00,2015-06-18 00:08:00,Chi,18.85,93.4,True,0.608611008,0.660926422,0.05231541409,0,0.2877068818,0.4838370469,0.196130165,0,0,0.7844500589,0.7844500589,0,0,0.7843264515,0.7843264515,0,0.4838370469,0.05231541409,0.4543055224,False,True,0,True,False,False,,False
214,2015-06-21 21:32:00,2015-06-22 05:08:00,Chi,7.6,21.1,False,0,0,0,0,0,0,0,0,0,0.2341575658,0.2341575658,0,0,0,0,0,0,0,0.05853939145,False,False,0,True,False,False,,False
215,2015-06-23 02:14:00,2015-06-24 13:08:00,Chinchilla,34.9,19.86666667,False,0.6275453438,0.4720131407,-0.1555322031,0,0.6958864613,0,-0.6958864613,0,0.5512493633,0.6605311684,0.1092818052,0,0.65267734,0.06841743871,-0.5842599013,0,0,-0.6958864613,-0.3315991901,False,False,0,True,False,False,,False
216,2015-06-25 09:00:00,2015-06-26 06:25:00,Chi,21.41666667,19.86666667,False,0.9806234371,0.1856086252,-0.7950148119,0,0.9784202464,0.0921783917,-0.8862418547,0,0.1075884176,0.3418057198,0.2342173022,0,0.2548704021,0.2636359403,0.008765538262,0,0.0921783917,-0.8862418547,-0.3595684565,False,False,0,True,False,False,,False
217,2015-07-13 13:34:00,2015-07-14 21:55:00,FP,32.35,415.15,True,0.9837504637,0.6252133694,-0.3585370943,0,0.9884828954,0.7099340117,-0.2785488837,1,0.4432634295,0.7874027907,0.3441393612,0,0.4245147175,0.6153660227,0.1908513052,1,0.6153660227,-0.3585370943,-0.02552382792,True,False,2,False,False,False,,False
218,2015-08-07 15:00:00,2015-08-08 13:00:00,FP,22,175.7,True,0.9849681313,0.6294759217,-0.3554922096,0,1,0.6856039015,-0.3143960985,0,0.9287092172,0.8452111995,-0.08349801768,0,0.8915514899,0.5933933586,-0.2981581313,0,0.5933933586,-0.3554922096,-0.2628861143,True,False,0,True,False,False,,False
219,2015-08-15 20:42:00,2015-08-16 06:51:00,Chi,10.15,135.75,True,0.6418373837,0.601449179,-0.04038820471,0,0.5798484401,0.485132266,-0.09471617406,0,0.5430875753,0.6554346196,0.1123470443,0,0.5782208539,0.4809249589,-0.09729589491,0,0.4809249589,-0.09729589491,-0.03001330733,False,False,0,True,False,False,,False
220,2015-08-21 22:36:00,2015-08-22 13:55:00,Chi,15.31666667,90.66666667,True,0.1646714545,0.2221365433,0.05746508886,0,0.8541668118,0.8560861262,0.001919314472,0,0.5481710555,0.8863002902,0.3381292347,0,0,0.5744676641,0.5744676641,0,0.2221365433,0.001919314472,0.2429953255,False,True,0,True,False,False,,False
221,2015-08-26 08:35:00,2015-08-27 04:09:00,FP,19.56666667,4.85,False,1,0.5643921352,-0.4356078648,0,1,0.9713885009,-0.02861149915,0,1,0.9793255253,-0.02067447473,0,0.9807278109,0.9644411414,-0.01628666951,0,0.5643921352,-0.4356078648,-0.1252951271,True,False,0,True,False,False,,False
222,2015-08-27 09:00:00,2015-08-28 17:17:00,Chi,32.28333333,4.85,False,0.9641565737,0.4454311048,-0.5187254689,1,0.9641565737,0.5081256496,-0.4560309241,1,0.9361616159,0.9922043366,0.0560427207,0,0.6327362502,0.3305853726,-0.3021508776,1,0.3305853726,-0.5187254689,-0.3052161375,False,False,3,False,False,False,,False
223,2015-09-07 23:08:00,2015-09-09 14:52:00,Chinchilla,39.73333333,186.05,True,1,0.728635186,-0.271364814,0,1,0.7529134018,-0.2470865982,0,1,0.7957509438,-0.2042490562,0,0.858060186,0.7736415968,-0.08441858921,0,0.728635186,-0.271364814,-0.2017797644,True,False,0,True,False,False,,False
224,2015-09-17 08:55:00,2015-09-17 19:44:00,Chi,10.81666667,186.05,True,0.4435770673,0.2789261941,-0.1646508731,0,0.6793974833,0.3675937596,-0.3118037237,0,0,0.7604763739,0.7604763739,0,0.1698052902,0.283876451,0.1140711608,0,0.2789261941,-0.3118037237,0.09952323446,False,False,0,True,False,False,,False
225,2015-10-06 21:45:00,2015-10-07 10:29:00,Chinchilla,12.73333333,434.3166667,True,0.3897646161,0.1678694154,-0.2218952007,0,0.3663666885,0.1915926702,-0.1747740183,1,0,0.7527228621,0.7527228621,0,0,0,0,1,0,-0.2218952007,0.08901341078,False,False,2,False,False,False,,False
226,2015-10-25 12:48:00,2015-10-28 10:00:00,Chinchilla,69.2,237.2833333,True,0.2178959176,0.6562796684,0.4383837508,0,0.5254736834,0.454250859,-0.07122282434,0,0.2436770753,0.6198150008,0.3761379255,0,0.2016431278,0.6202301341,0.4185870063,0,0.454250859,-0.07122282434,0.2904714646,False,False,0,True,False,False,,False
227,2015-11-07 07:17:00,2015-11-08 16:35:00,Chinchilla,33.3,168.1666667,True,0.5386966967,0.1959575409,-0.3427391558,0,0.5386966967,0.2774826243,-0.2612140724,0,0.538551001,0.3853833917,-0.1531676093,0,0.5386966967,0.2774826243,-0.2612140724,0,0.1959575409,-0.3427391558,-0.2545837275,False,False,0,True,False,False,,False
228,2015-11-15 16:45:00,2015-11-17 20:00:00,FP,51.25,168.1666667,True,0.7518685203,0.9169174743,0.1650489539,0,0.9659655339,0.8628400271,-0.1031255068,0,0.1354849051,0.79678,0.6612950949,0,0.03534125203,0.8915634743,0.8562222222,0,0.79678,-0.1031255068,0.3948601911,True,False,0,True,False,False,,False
229,2015-12-20 15:00:00,2015-12-21 20:37:00,FP,29.61666667,237.9166667,True,0.9963162071,0.5022550178,-0.4940611893,0,0.9926538829,0.8098552429,-0.18279864,0,0.9796137122,0.9852171356,0.005603423373,0,0.9796137122,0.8960446914,-0.08356902082,0,0.5022550178,-0.4940611893,-0.1887063567,True,False,0,True,False,False,,False
230,2015-12-31 18:32:00,2015-12-31 23:59:00,FP,5.45,237.9166667,True,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,0,-1,-1,False,False,0,True,False,False,,False
