catalog_event_id,begin,end,origin,duration_hours,nearest_other_catalog_gap_hours,isolated_at_48_hours,lstm_static_catalog_coverage,lstm_saocp_catalog_coverage,lstm_coverage_gain,lstm_unrelated_events_in_display,cnn_lstm_static_catalog_coverage,cnn_lstm_saocp_catalog_coverage,cnn_lstm_coverage_gain,cnn_lstm_unrelated_events_in_display,unet_static_catalog_coverage,unet_saocp_catalog_coverage,unet_coverage_gain,unet_unrelated_events_in_display,runet_static_catalog_coverage,runet_saocp_catalog_coverage,runet_coverage_gain,runet_unrelated_events_in_display,minimum_saocp_catalog_coverage,minimum_coverage_gain,mean_coverage_gain,all_saocp_coverages_at_least_0_5,all_saocp_coverages_improve,unrelated_display_events_total,clean_fixed_12h_display,eligible_before_display_filter,eligible,selection_rank,selected
1,2010-01-01 22:04:00,2010-01-03 09:07:00,Chinchilla,35.05,854.2333333,True,0.567759106,0.6454108813,0.07765177524,0,0.9267419559,0.1340105643,-0.7927313917,0,0,0.4580294183,0.4580294183,0,0,0.4275395863,0.4275395863,0,0.1340105643,-0.7927313917,0.04262234704,False,False,0,True,False,False,,False
2,2010-02-07 23:21:00,2010-02-09 06:36:00,Chinchilla,31.25,54.4,True,0.7548500622,0.3080280178,-0.4468220444,0,0.8249123822,0.5053469778,-0.3195654044,0,0.7372452711,0.5311573422,-0.2060879289,0,0.7098818756,0.8153016,0.1054197244,0,0.3080280178,-0.4468220444,-0.2167639133,False,False,0,True,False,False,,False
3,2010-02-11 13:00:00,2010-02-13 03:55:00,FP,38.91666667,18.08333333,False,0.2306124483,0.3791307566,0.1485183084,0,0.9540892434,0.375638444,-0.5784507994,0,0.1549434047,0.8346886724,0.6797452677,0,0,0.3110072091,0.3110072091,0,0.3110072091,-0.5784507994,0.1402049964,False,False,0,True,False,False,,False
4,2010-02-13 22:00:00,2010-02-15 17:30:00,FP,43.5,10.11666667,False,0,0.3463898467,0.3463898467,0,0.9484137612,0.825156539,-0.1232572222,0,0.9490396871,0.7221491507,-0.2268905364,0,0,0.1394841188,0.1394841188,0,0.1394841188,-0.2268905364,0.03393155172,False,False,0,True,False,False,,False
5,2010-02-16 03:37:00,2010-02-16 11:31:00,FP,7.9,10.11666667,False,0,0,0,1,0.5727071378,0,-0.5727071378,1,0,0,0,1,0,0,0,0,0,-0.5727071378,-0.1431767845,False,False,3,False,False,False,,False
6,2010-02-18 15:00:00,2010-02-22 02:30:00,FP,83.5,10.5,False,0.3684931637,0.4838284897,0.115335326,1,0.493903513,0.4971467365,0.003243223553,0,0.1423895542,0.493243992,0.3508544378,0,0.2017761078,0.4757376813,0.2739615735,0,0.4757376813,0.003243223553,0.1858486402,False,True,1,False,False,False,,False
7,2010-02-22 13:00:00,2010-02-22 22:00:00,RC,9,10.5,False,0,0,0,1,0.2359449691,0,-0.2359449691,2,0,0.1542370988,0.1542370988,1,0,0.2753274691,0.2753274691,0,0,-0.2359449691,0.04840489969,False,False,4,False,False,False,,False
8,2010-03-08 06:24:00,2010-03-10 08:04:00,FP,49.66666667,320.4,True,0.3091641555,0.9236027181,0.6144385626,0,1,0.991945783,-0.008054217002,0,0.2753678412,0.7971234899,0.5217556488,0,0,0.7960445749,0.7960445749,0,0.7960445749,-0.008054217002,0.4810461423,True,False,0,True,False,False,,False
9,2010-03-23 22:29:00,2010-03-24 16:49:00,Chinchilla,18.33333333,282.1666667,True,0,0,0,0,0,0.3604599394,0.3604599394,0,0,0.1525410758,0.1525410758,0,0,0,0,0,0,0,0.1282502538,False,False,0,True,False,False,,False
10,2010-04-05 10:59:00,2010-04-06 17:07:00,Chinchilla,30.13333333,74,True,0.8682930863,0.9017143529,0.03342126659,0,0.9331953171,0.8635473912,-0.06964792588,0,0.8129924871,0.9198346239,0.1068421368,0,0.8930894912,0.9989647032,0.105875212,0,0.8635473912,-0.06964792588,0.04412267238,True,False,0,True,False,False,,False
11,2010-04-09 19:07:00,2010-04-10 10:25:00,Chi,15.3,34.48333333,False,0,0.6129440632,0.6129440632,0,0,0.2241474401,0.2241474401,0,0,0.6187123094,0.6187123094,0,0,0,0,0,0,0,0.3639509532,False,False,0,True,False,False,,False
12,2010-04-11 20:54:00,2010-04-12 14:45:00,Chinchilla,17.85,4.35,False,0.8779992219,0.925138531,0.04713930906,0,0.8566637877,0.8916825397,0.03501875195,0,0.8202268596,0.8779992219,0.05777236228,0,0.5367153595,0.9055914099,0.3688760504,0,0.8779992219,0.03501875195,0.1272016184,True,True,0,True,False,False,,False
13,2010-04-12 19:06:00,2010-04-12 22:59:00,FP,3.883333333,4.35,False,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,False,False,8,False,False,False,,False
14,2010-04-22 06:13:00,2010-04-22 15:50:00,FP,9.616666667,122.75,True,0,0.175348989,0.175348989,2,1,0.04519740035,-0.9548025997,0,0,0.04519740035,0.04519740035,1,0,0,0,0,0,-0.9548025997,-0.1835640526,False,False,3,False,False,False,,False
15,2010-04-27 18:35:00,2010-04-28 19:44:00,FP,25.15,8.316666667,False,0.07662385686,0.297829799,0.2212059421,1,0.9254667329,0.9244008284,-0.001065904573,0,0,0,0,1,0,0.08539710625,0.08539710625,0,0,-0.001065904573,0.07638428595,False,False,2,False,False,False,,False
16,2010-04-29 04:03:00,2010-04-29 09:03:00,FP,5,8.316666667,False,0.7416551111,0,-0.7416551111,0,0.9968989444,0,-0.9968989444,1,0,0,0,1,0,0,0,0,0,-0.9968989444,-0.4346385139,False,False,2,False,False,False,,False
17,2010-04-30 06:09:00,2010-05-01 07:12:00,Chi,25.05,21.1,False,0,0.7216883566,0.7216883566,0,0,0.2526541694,0.2526541694,0,0,0,0,0,0,0.06565232868,0.06565232868,0,0,0,0.2599987137,False,False,0,True,False,False,,False
18,2010-05-18 02:23:00,2010-05-19 09:00:00,Chinchilla,30.61666667,226.2,True,0.1118591091,0.1588901923,0.04703108329,0,0.2274806024,0.4499701597,0.2224895572,0,0.1349799401,0.8754406641,0.740460724,0,0.05509084558,0.1136453547,0.05855450916,0,0.1136453547,0.04703108329,0.2671339684,False,True,0,True,False,False,,False
19,2010-05-28 19:12:00,2010-05-29 16:55:00,Chinchilla,21.71666667,200.0833333,True,0.980407892,0.9728736889,-0.007534203121,0,0.8209972116,0.9741276541,0.1531304426,0,0.9579439627,0.9666821566,0.008738193911,0,0.7461015861,0.9979866206,0.2518850345,0,0.9666821566,-0.007534203121,0.101554867,True,False,0,True,False,False,,False
20,2010-06-07 01:00:00,2010-06-07 15:00:00,FP,14,200.0833333,True,0,0,0,0,0.4664047421,0.5460949405,0.07969019841,0,0,0.1574608532,0.1574608532,0,0,0.5441490675,0.5441490675,0,0,0,0.1953250298,False,False,0,True,False,False,,False
21,2010-06-21 07:39:00,2010-06-22 13:33:00,Chinchilla,29.9,328.65,True,0.5585290784,0.6430878484,0.08455876997,0,0.7546826644,0.4977090301,-0.2569736343,0,0.3431668153,0.6130892048,0.2699223894,0,0.37949712,0.4995875232,0.1200904032,0,0.4977090301,-0.2569736343,0.05439948207,False,False,0,True,False,False,,False
22,2010-07-14 21:53:00,2010-07-16 06:05:00,FP,32.2,174.3333333,True,0,0.2788442805,0.2788442805,0,0.04145308834,0,-0.04145308834,0,0,0.04218454106,0.04218454106,0,0,0.1511012336,0.1511012336,0,0,-0.04145308834,0.1076692417,False,False,0,True,False,False,,False
23,2010-07-23 12:25:00,2010-07-23 17:15:00,FP,4.833333333,4.016666667,False,0.5089366092,0,-0.5089366092,1,0.5820981609,0.3238077011,-0.2582904598,0,0.5202045402,1,0.4797954598,0,0.3201681609,0,-0.3201681609,1,0,-0.5089366092,-0.1518999425,False,False,2,False,False,False,,False
24,2010-07-23 21:16:00,2010-07-24 08:38:00,FP,11.36666667,4.016666667,False,0,0.7935402004,0.7935402004,1,0.9998471652,1,0.0001528347996,0,0.7994316716,1,0.2005683284,0,0,0.41296652,0.41296652,1,0.41296652,0.0001528347996,0.3518069709,False,True,2,False,False,False,,False
25,2010-08-04 04:00:00,2010-08-05 09:10:00,Chinchilla,29.16666667,73.2,True,0.6739899714,0.5426732762,-0.1313166952,0,0.6951985619,0.6644995429,-0.03069901905,0,0.4850132571,0.8267415333,0.3417282762,0,0.645980619,0.4411461048,-0.2048345143,0,0.4411461048,-0.2048345143,-0.006280488095,False,False,0,True,False,False,,False
26,2010-08-08 10:22:00,2010-08-08 22:47:00,FP,12.41666667,73.2,True,0.1193619687,0,-0.1193619687,0,0.3993803132,0,-0.3993803132,1,0.1335412975,0,-0.1335412975,0,0,0,0,0,0,-0.3993803132,-0.1630708949,False,False,1,False,False,False,,False
27,2010-09-01 03:23:00,2010-09-02 01:14:00,FP,21.85,312.9333333,True,0,0.2604880371,0.2604880371,0,0.1169327613,0,-0.1169327613,0,0.1107385202,0.5219704424,0.4112319222,0,0.07345437325,0.3907630308,0.3173086575,0,0,-0.1169327613,0.2180239639,False,False,0,True,False,False,,False
28,2010-09-15 02:10:00,2010-09-16 11:59:00,Chinchilla,33.81666667,221.2166667,True,0.2593311073,0.8188789305,0.5595478232,0,0.2884548135,0.2133778462,-0.07507696731,0,0.1296999096,0.9339663381,0.8042664285,0,0.08218167406,0.1433310087,0.06114933465,0,0.1433310087,-0.07507696731,0.3374716548,False,False,0,True,False,False,,False
29,2010-09-25 17:12:00,2010-09-26 07:57:00,Chinchilla,14.75,221.2166667,True,0,0.4647413748,0.4647413748,0,0,0,0,1,0,0.2304158569,0.2304158569,0,0,0.1790068173,0.1790068173,0,0,0,0.2185410122,False,False,1,False,False,False,,False
30,2010-10-11 05:26:00,2010-10-11 19:00:00,Chinchilla,13.56666667,125.9666667,True,0.2122762899,0.6271697174,0.4148934275,0,0.2162607699,0.2102340704,-0.006026699427,0,0.1882408681,0.2785696151,0.09032874693,0,0.1301396396,0,-0.1301396396,0,0,-0.1301396396,0.09226395885,False,False,0,True,False,False,,False
31,2010-10-17 00:58:00,2010-10-17 13:24:00,FP,12.43333333,125.9666667,True,0.2477437891,0,-0.2477437891,0,0.6261663986,0,-0.6261663986,0,0.2035068365,0,-0.2035068365,0,0,0,0,0,0,-0.6261663986,-0.269354256,False,False,0,True,False,False,,False
32,2010-10-31 05:46:00,2010-11-01 20:38:00,Chinchilla,38.86666667,159.3166667,True,0.8417354488,1,0.1582645512,0,0.995103452,0.9986727344,0.003569282447,0,0.8403555317,0.675402966,-0.1649525658,0,0.1725955546,0.9916745354,0.8190789808,0,0.675402966,-0.1649525658,0.2039900622,True,False,0,True,False,False,,False
33,2010-11-08 11:57:00,2010-11-09 03:12:00,FP,15.25,159.3166667,True,0.1660386703,0.8730959199,0.7070572495,0,0.1445995446,0.7052887432,0.5606891985,0,0,0.7094542623,0.7094542623,0,0,0.3305377596,0.3305377596,0,0.3305377596,0.3305377596,0.5769346175,False,True,0,True,False,False,,False
34,2010-11-17 12:04:00,2010-11-18 06:54:00,FP,18.83333333,200.8666667,True,0.5610220796,0.1157626106,-0.445259469,0,0.4598849115,0.4424335398,-0.01745137168,0,0.08675974926,0.7620314159,0.6752716667,0,0.0838210472,0.4395525959,0.3557315487,0,0.1157626106,-0.445259469,0.1420730937,False,False,0,True,False,False,,False
35,2010-11-27 21:07:00,2010-11-27 23:50:00,FP,2.716666667,230.2166667,True,0.8950392638,0,-0.8950392638,0,0.8549199387,0,-0.8549199387,0,0.7542297546,0,-0.7542297546,0,0.7542297546,0,-0.7542297546,0,0,-0.8950392638,-0.8146046779,False,False,0,True,False,False,,False
36,2010-12-19 22:37:00,2010-12-20 20:57:00,Chinchilla,22.33333333,175.2166667,True,0.1135415796,0.9921984826,0.878656903,0,0.6504538308,0.1342164677,-0.5162373632,0,0,1,1,0,0,0.1025614801,0.1025614801,0,0.1025614801,-0.5162373632,0.366245255,False,False,0,True,False,False,,False
37,2010-12-28 04:10:00,2010-12-28 16:55:00,Turc,12.75,105.7,True,0.4101708061,0.42317878,0.01300797386,0,0.4123079303,0,-0.4123079303,0,0.2007880392,0.5576005447,0.3568125054,0,0.1816534858,0,-0.1816534858,0,0,-0.4123079303,-0.0560352342,False,False,0,True,False,False,,False
38,2011-01-02 02:37:00,2011-01-02 06:00:00,FP,3.383333333,105.7,True,0,0,0,0,0,0.6921743021,0.6921743021,0,0,0,0,0,0,0,0,0,0,0,0.1730435755,False,False,0,True,False,False,,False
39,2011-01-24 10:26:00,2011-01-25 22:04:00,Chinchilla,35.63333333,227.1333333,True,0.2662263798,0.4757589882,0.2095326084,0,0.4672701278,0.3004755535,-0.1667945744,0,0.3028950343,0.5108990723,0.208004038,0,0.04517439975,0.4704181868,0.425243787,0,0.3004755535,-0.1667945744,0.1689964648,False,False,0,True,False,False,,False
40,2011-02-04 09:12:00,2011-02-04 18:32:00,FP,9.333333333,227.1333333,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,True,False,False,,False
41,2011-02-18 04:21:00,2011-02-18 09:29:00,FP,5.133333333,10.43333333,False,0.9953438853,0.989205303,-0.006138582251,0,1,0,-1,0,0.9688912338,1,0.03110876623,0,1,0,-1,1,0,-1,-0.493757454,False,False,1,False,False,False,,False
42,2011-02-18 19:55:00,2011-02-20 22:00:00,Chinchilla,50.08333333,10.43333333,False,0.6927726012,0.8889673877,0.1961947865,0,0.8819282085,0.8499276151,-0.03200059346,0,0.6857447532,0.8737784193,0.1880336661,0,0.324408558,0.7112622185,0.3868536606,0,0.7112622185,-0.03200059346,0.1847703799,True,False,0,True,False,False,,False
43,2011-03-10 07:36:00,2011-03-11 15:59:00,FP,32.38333333,85.71666667,True,0.2682955138,0.04708746783,-0.221208046,0,0.04385922971,0,-0.04385922971,0,0.05885570424,0.7485994081,0.6897437039,0,0,0,0,0,0,-0.221208046,0.1061691071,False,False,0,True,False,False,,False
44,2011-03-15 05:42:00,2011-03-17 13:00:00,FP,55.3,13.63333333,False,0.2737223578,0.7369894113,0.4632670534,0,0.8143209564,0.4947914909,-0.3195294655,0,0.05023158027,0.8768060629,0.8265744826,0,0.03003792948,0.3027744424,0.272736513,0,0.3027744424,-0.3195294655,0.3107621459,False,False,0,True,False,False,,False
45,2011-03-18 02:38:00,2011-03-19 12:00:00,FP,33.36666667,13.63333333,False,0.05056299534,0,-0.05056299534,0,0.04892266067,0.04400207293,-0.004920587746,0,0,0.07753959374,0.07753959374,1,0,0,0,0,0,-0.05056299534,0.005514002664,False,False,1,False,False,False,,False
46,2011-03-30 00:34:00,2011-04-01 15:00:00,Chinchilla,62.43333333,195,True,0.8599842677,0.9589207021,0.09893643442,0,0.9249684552,1,0.07503154476,0,0.9219407813,0.8612224907,-0.06071829062,0,0.3895511301,0.9044656256,0.5149144955,0,0.8612224907,-0.06071829062,0.157041046,True,False,0,True,False,False,,False
47,2011-04-09 18:00:00,2011-04-10 16:00:00,FP,22,195,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,True,False,False,,False
48,2011-04-23 00:43:00,2011-04-24 15:40:00,Chinchilla,38.95,118.3,True,0.7278378691,0.7998881971,0.07205032806,0,0.7915132934,0.9558061332,0.1642928398,0,0.3090297818,0.9997950364,0.6907652546,0,0.3229624804,0.99495639,0.6719939096,0,0.7998881971,0.07205032806,0.399775583,True,True,0,True,True,True,3,False
49,2011-04-29 13:58:00,2011-04-29 21:53:00,Chinchilla,7.916666667,118.3,True,0,0.182592386,0.182592386,0,0.2064717544,0.2203464912,0.01387473684,0,0,0.2203970526,0.2203970526,0,0,0,0,0,0,0,0.1042160439,False,False,0,True,False,False,,False
50,2011-05-28 05:34:00,2011-05-28 22:53:00,Chinchilla,17.31666667,169.7,True,0.9590242541,0.9956229868,0.03659873276,0,0.9480224415,0.8306388515,-0.11738359,0,0.9324687039,0.9411737729,0.008705068977,0,0.943301572,0.9993509625,0.05604939044,0,0.8306388515,-0.11738359,-0.004007599455,True,False,0,True,False,False,,False
51,2011-06-05 00:35:00,2011-06-05 18:14:00,Chinchilla,17.65,169.7,True,0.8820665093,0.9160635505,0.03399704123,0,0.8790298552,0.9453067989,0.06627694366,0,0.1603716242,0.8635640856,0.7031924614,0,0.8468249134,0.1864253069,-0.6603996065,0,0.1864253069,-0.6603996065,0.03576670995,False,False,0,True,False,False,,False
52,2011-06-17 05:16:00,2011-06-19 07:12:00,Chinchilla,49.93333333,275.0333333,True,0.06751456386,0.03266227748,-0.03485228638,0,0.05825452826,0.05880121829,0.0005466900312,0,0,0.1933961226,0.1933961226,0,0,0,0,0,0,-0.03485228638,0.03977263156,False,False,0,True,False,False,,False
53,2011-06-30 18:43:00,2011-07-01 05:26:00,Chinchilla,10.71666667,61.43333333,True,0.3368109124,0.4943368585,0.1575259461,0,0.3393129082,0.3393129082,0,0,0.333129212,0.4435582685,0.1104290565,0,0,0.175603888,0.175603888,0,0.175603888,0,0.1108897227,False,False,0,True,False,False,,False
54,2011-07-03 18:52:00,2011-07-04 18:54:00,Chinchilla,24.03333333,61.43333333,True,0.6046424873,0.3574384998,-0.2472039875,0,1,0.8555645631,-0.1444354369,0,0.1460828941,0.914575208,0.7684923139,0,0.1393509824,0.5611585761,0.4218075936,0,0.3574384998,-0.2472039875,0.1996651208,False,False,0,True,False,False,,False
55,2011-07-15 07:44:00,2011-07-16 09:44:00,FP,26,47.3,False,0.4221297329,0.5078049679,0.08567523504,0,0.4556504487,0,-0.4556504487,0,0.2515275214,0.6408578739,0.3893303526,0,0.4200336325,0.7787673291,0.3587336966,0,0,-0.4556504487,0.09452220887,False,False,0,True,False,False,,False
56,2011-07-18 09:02:00,2011-07-19 08:00:00,FP,22.96666667,47.3,False,0.2182506168,0.910102298,0.6918516812,0,0.2475967223,0.4622715167,0.2146747944,0,0,0.6644791485,0.6644791485,0,0,0.459769255,0.459769255,0,0.459769255,0.2146747944,0.5076937198,False,True,0,True,False,False,,False
57,2011-08-05 05:24:00,2011-08-05 13:31:00,FP,8.116666667,34.48333333,False,0,0.284255373,0.284255373,1,0.6709282341,0.5727621492,-0.09816608487,0,0,0.2182033539,0.2182033539,0,0,0.5828879192,0.5828879192,0,0.2182033539,-0.09816608487,0.2467951403,False,False,1,False,False,False,,False
58,2011-08-07 00:00:00,2011-08-07 23:00:00,FP,23,34.48333333,False,0.810527814,0.4143556159,-0.3961721981,0,0.810527814,0.5540223551,-0.2565054589,0,0.1076733696,1,0.8923266304,0,0.9764506884,1,0.02354931159,0,0.4143556159,-0.3961721981,0.06579957126,False,False,0,True,False,False,,False
59,2011-09-16 19:00:00,2011-09-17 03:00:00,RC,8,12.71666667,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,1,False,False,False,,False
60,2011-09-17 15:43:00,2011-09-18 21:00:00,Chinchilla,29.28333333,12.71666667,False,0.9920737431,0.2717935306,-0.7202802125,0,0.9780250237,0.1432840258,-0.8347409979,0,0.9472202618,0.797527528,-0.1496927338,0,0.9593807721,0.8196894043,-0.1396913679,0,0.1432840258,-0.8347409979,-0.461101328,False,False,0,True,False,False,,False
61,2011-09-25 10:56:00,2011-09-25 21:00:00,FP,10.06666667,18.75,False,0,0.1597871689,0.1597871689,0,0.2596894316,0.2596894316,0,0,0,0,0,0,0,0,0,0,0,0,0.03994679222,False,False,0,True,False,False,,False
62,2011-09-26 15:45:00,2011-09-27 17:37:00,FP,25.86666667,18.75,False,0.9513880799,0.9521366087,0.0007485287801,0,1,0.254192558,-0.745807442,0,0.05571381014,0.261550247,0.2058364369,0,0.9760175902,0.2452037693,-0.7308138209,0,0.2452037693,-0.745807442,-0.3175090743,False,False,0,True,False,False,,False
63,2011-10-05 09:43:00,2011-10-07 12:48:00,Chinchilla,51.08333333,184.1,True,0.2756233823,0.7845416911,0.5089183089,0,0.7527927841,0.7842701251,0.03147734095,0,0.174827814,0.3533075041,0.17847969,0,0.1364692333,0.2939843883,0.157515155,0,0.2939843883,0.03147734095,0.2190976237,False,True,0,True,False,False,,False
64,2011-10-22 21:33:00,2011-10-23 14:55:00,Chi,17.36666667,31.08333333,False,0,0,0,0,0.8720848049,0.2040175944,-0.6680672105,1,0.6787979687,0.4484443378,-0.2303536308,0,0,0,0,0,0,-0.6680672105,-0.2246052103,False,False,1,False,False,False,,False
65,2011-10-24 22:00:00,2011-10-25 23:31:00,Chinchilla,25.51666667,31.08333333,False,0.8974601568,0.8993706401,0.001910483344,0,0.900495602,0.7362418027,-0.1642537993,0,0.8473214892,0.8986980732,0.05137658393,0,0.8975107555,0.8953388853,-0.002171870237,0,0.7362418027,-0.1642537993,-0.02828465056,True,False,0,True,False,False,,False
66,2011-10-28 23:45:00,2011-10-29 13:12:00,Chi,13.45,35.76666667,False,0,0,0,0,0,0.7815261462,0.7815261462,0,0,0.5906099133,0.5906099133,0,0,0,0,0,0,0,0.3430340149,False,False,0,True,False,False,,False
